,user_ssn,user_rating,product_id
0,198-02-5233,9,5f8c8f2f6c0767230c6b5e38f19b2ea4
1,057-49-0374,2,c161fbab0dd4f33fbf5b9da6321b5d83
2,803-52-2599,4,9bc4a14a024ce645016b351fca09e9e9
3,877-71-5745,5,17e241f1dacf02e95532bdf31fdc40d4
4,474-20-1808,9,19f77cac12a1339c7b2ada065299933a
5,736-79-3563,0,62e71ea3619b566e3fa45326f900bb56
6,731-19-1680,2,d9fa5b1d8917b841abaef2a1ce032114
7,832-14-8560,4,811cf9ba6b1e53eda8ec4f3b7305f976
8,588-56-6966,4,dd39440cc9b27a12328d7c378f1ab9b1
9,538-59-4702,0,d833ec085524337946cad552ac551e49
10,335-03-7169,0,7a6c62a9a0e56346436259013a81a22e
11,515-88-7910,8,1b1b30d307b3cc286134a0ed2810df90
12,208-25-2466,1,671fdf870f28e7f2cfe273cc94c4c56b
13,320-29-7132,1,0316b4df301895a7f5cbfe87b7254220
14,743-86-1939,8,0c892bdfacea679733bf12d0ba929d96
15,452-59-8565,6,656564ee3307535c710bf3bb9bfd60b4
16,013-15-6092,4,b9a43a5c595a280b06382703624bae77
17,687-33-4588,7,5c1554cd45f9d538c2c6947dbdd59c75
18,840-09-2354,0,c80893e16c9281e2a0fc0db3fbf9ca47
19,607-35-7395,6,7c45f1a7a3116faf8f1b63f7515de26a
20,078-19-8796,3,7fd3de90d0866ddafa790486c19fdf5c
21,783-65-3600,9,70578f48cc96bbb60d040e08025e521d
22,862-26-1444,5,d24c9246d4cd7611fed7aedb8c6ba9f2
23,017-18-4585,3,e3e08f67f1e0b5724e71c6845a7f0ffa
24,038-31-4556,10,4cca55588e2dcc7991f2bfbf550a031c
25,290-20-0706,5,ab5efa6d944c52f1acd742e395fa6fde
26,490-29-8116,8,a635e84fe55be5e5f8314147652e93e3
27,327-75-0068,10,9a04551166970d862cdf2446fcb4d611
28,745-02-1412,4,fdcba526eb50cf8a6a0c2333e56d625d
29,259-14-1527,6,5efb6dbc5e9e572ad75109c059ed4d18
30,339-90-8515,2,c0f91f2b168a4d4eb33e9b48475d37e8
31,257-82-9383,9,65532c32ab0b64138978fa639d4330e0
32,464-66-5400,10,fb4c46d2bcd2b3097f96206653632a9e
33,166-99-0516,2,bc361b157d750311711cce72b761a0f3
34,404-16-7245,5,9c2ef54c7b1c8afbb9f108b175acb2d3
35,240-81-2306,10,d8c03c2204d84afa01bec4d46e5eec1f
36,475-33-2469,4,dc978e58a73f054c29125ae2c79b2e22
37,588-94-4301,10,e3e08f67f1e0b5724e71c6845a7f0ffa
38,039-43-9870,5,5ed8b2be292c6db26f391ebf5d0e1a78
39,809-51-1488,9,a00a8d39c06e524fa63307ae03323a2a
40,760-66-8025,2,2d9373dc1b53f20598d214461c8fb818
41,531-32-4120,3,b9460e0a6b1567ff3de9a4c20ebed452
42,115-13-7829,3,1529d5e4756dbb1e5ab19e09ba3cc1eb
43,166-88-4427,2,652c2847b180fb5d0d709e53029ad79d
44,308-06-6929,1,dd97194ec3b26633a9c4ab5ee4412e9e
45,500-35-4341,1,455c220dd5390c7f2dbc418b204efe3a
46,539-87-1324,2,a725baf4954e0f97324443262e7d54ba
47,154-45-4789,10,0992a3ca36b5f5ff6dfc0b6abcd211f0
48,874-91-3737,2,54c0f0c76ad7d764d69b35d78e056b7c
49,095-65-5670,0,f5bcc2e2dfa9575f3b2e9b8e9358c790
50,430-75-8038,6,f1f87c56b3884f8503f110ff0005347c
51,289-57-2747,7,24a50c77d463d10a72f218232fc1663d
52,037-14-0159,0,39aa8399ddb39520388308aaed26e1d0
53,810-78-9397,6,69b9494956bea15ce5571ff3b519109a
54,863-41-8817,4,30de7fb2601e31464e43a934b38a4196
55,565-89-2375,10,972081aefbb38198bd9b7f5afa576098
56,417-13-7084,10,68a546df578ea18d3a4b15cb74d997a9
57,595-17-9162,4,8414136f54eb46a38d6755d682b7427c
58,812-03-5263,8,d11cdcc10850326d33c316fc54229aac
59,787-81-0961,1,6f87841813cc9c434d9df24b04d39f0b
60,243-80-8100,7,5b02a965c70eae5ab4918d815bbd39fd
61,497-06-3058,9,90453db0386931707b256dfa1e32c404
62,171-23-2806,6,f2aaeda52ac1f77c2886af013fded02b
63,098-21-0398,3,d4c9417490c792f074736fcf5a804a61
64,260-32-6482,8,52877a6306aef18af67ab54c8233c931
65,866-90-5620,1,374e63028d691c380bc43b0dc60e460d
66,037-79-2523,0,b0c4f5d4e7c75ee99fcee62f0a30ca42
67,336-95-8662,10,789cf5578f48577a44586fca3adc35d0
68,453-47-7093,7,b79eda8b94ebc473b2a5f9e1287c2e89
69,092-42-1473,10,4e729f17b3a5ceab3a85bd2f848915d4
70,467-22-7401,1,f205e8c717f0ac6bf0aeae7e28b53803
71,060-86-5297,10,a7b34d5fbe8853e2a0536aa5b13a221c
72,477-13-4462,6,c0824c9e7ee6b79006ce698a2a7a413c
73,796-12-2198,9,b74d8709af64fa210dea85b2009e3a50
74,216-61-2208,0,f6cbc66f9de20098b7b4b47462684280
75,242-58-5796,2,f51ba5adbe2307bf49b6aff38b880dd8
76,113-56-4859,6,3daf6c1fcecf848c1118169b04d982f6
77,025-70-9373,8,25e990a0ec220993dca1a98a0d56d150
78,319-46-3492,5,7361b0c3c3c26b4c26e55a7a7fca3362
79,690-61-0730,9,9da60511805ab795b814f3236389f8d9
80,558-52-4966,5,cd27aaadf0002e64ed8da4c2aba41ef0
81,075-49-2882,5,6446a0b5a862aa6fdc1058f1c585abcb
82,211-89-4349,1,bc734c26af4c4b43a7ac1b048050fa47
83,068-94-0681,9,f106153c4219440f41a580d7110b69c5
84,685-69-5500,1,4d7321664fe59609bbe71c6a4c4f1b30
85,505-27-4762,8,1d71a36ca9fd3f6d5458dccdb08597ab
86,137-55-9442,0,cba1e6f7efdc5ea7fa86fdb4df178c1b
87,635-57-0497,10,916c09576faf21e01371a7254f9470a2
88,325-89-8044,0,628ce8304818dcc0ebc35ac6916d7d79
89,038-17-3442,9,8534967ecccd784e79d708b77f42dab3
90,406-54-2671,1,8f234b8852d329060a9f4205b7ed789c
91,411-53-6986,6,74a67f50b310585703e0f2b7eb1035d7
92,521-44-5715,6,a6c820b76bc29bbe2d85eecad3de03f8
93,158-52-8467,8,aea537342fe8bc42824d38b599888be6
94,523-66-8737,6,d43a807e54dfd6e3136005e10a0cd2ea
95,789-96-4341,4,bc2b850627a6e7018f787877970ebfff
96,593-63-0777,0,f3e5c91cd6d1d6042f9179d12a223c59
97,149-98-4044,5,c4ca19e8167fcd2d7f300ed8c2b332b8
98,065-63-7765,5,934ad7abf63153aff06d6028a6ad8af1
99,342-74-7163,2,ba81e4ba166d22b14367eff95c86418f
100,514-28-7507,3,e438c035dddf4b96d551530d0cbcc5ba
101,867-19-2857,2,67119571e4b46deb266236d8e7fad65d
102,236-26-4760,9,a84cdb35c8c3fad094891150944f5759
103,378-63-1306,0,3be3e4eaf0809215ecf269fe2fba7fb1
104,326-52-8391,6,8db04995baae7d359ed2013a49ed33e4
105,488-74-2586,8,fc0ba9fa2153552d5bc1eacff2018aed
106,874-30-0340,7,1df7678ea3291a0ecbc3387d46ae5ad3
107,365-73-9336,7,0b9144bf7b2555a062f0bc6eb6466b8e
108,834-12-5165,7,fa9404908735a2404bf64826c463a14b
109,760-01-1853,2,d274fe1c5d1575f2d382cec6d153c4a5
110,014-83-8876,1,31864c3efb2b4f4197b137124c007378
111,204-28-6267,2,17868b78a82a70b778396f720cd1469f
112,506-29-0889,4,89587ae9eceab42f75899c38fe7372d8
113,127-74-5750,3,11bca142019073f1272fc5a31535b7dd
114,871-14-1510,10,2149dcec39f4ad114f4258a8fca865c4
115,566-42-5216,8,59c764bce05c5cb8b9ed7f55f3937108
116,066-35-5996,8,9385938765c4be4ac6ff87324e55ad15
117,289-57-2747,1,959eabfc9ca534924b2ba6d83711ca47
118,554-76-5398,5,c350fe932ca39316cd0d0f602b98d0a1
119,815-87-2102,5,030649f74aeffed68a194211cde720e6
120,418-74-8540,4,62cbea6012792cdbe5ff7cac2a6b76d0
121,043-12-7873,8,93e3bd2cfaeb6eee8ae09239085b9b13
122,753-29-8023,1,4596110865632467dd9a698fd02ad8bd
123,732-03-3823,8,14219ccf63d13838ad92c6b3e3ddfb10
124,609-40-9011,7,04188f6a3acd08b9030d44e7d1d309f2
125,235-81-1529,9,39af8075aae79fc55447c8c7a5a816f8
126,648-90-6149,10,9aa23f925900b6f79e6efc9b1dd58b12
127,792-84-6831,4,230497b19ab3807739f0a6f040770aa7
128,623-90-9887,3,5af83dbe373a7680df1059340b0830d4
129,280-67-0508,10,209858055095c5c599856275e0585923
130,601-41-2156,9,53be56a874a0c2dce07c4dd9dc273a9c
131,642-60-4283,7,631287050f59bd49f7695997b87f5beb
132,394-98-3247,0,fa24f1e29ac9e3d12a9e89b7934fe049
133,031-77-8865,1,d79c3c1b9432e9054fd604f90d708f9f
134,160-94-1199,3,6fb2a5bdde73082d84aae02ac1c13c68
135,510-44-7378,0,83398f7370c4609cab0c05ecc5b04902
136,325-12-0788,2,be3ef557a690b4485a8a17485feb5107
137,131-66-0351,5,ff90524ec0766c04620e060b8ff035de
138,685-96-0875,2,7d87c180d05eac2ce97cbecab8299144
139,517-27-0457,4,6cbb00fe12d111db639026c582643bcf
140,763-10-3008,10,beb21e43b1343d79775dfdc32c7bf237
141,716-63-8396,10,e528bc66d53b8e1d8196da5b20f045ab
142,569-54-0434,6,c4581cae6bf751a7ae5c40bb16b74e98
143,275-67-4926,1,6dfd6899dc537436647fdfcda082a60e
144,562-09-5033,5,bccf87e65a2f1af46da815d79b6a25ce
145,226-71-1377,7,9bf18625794dab4ce7e2f3e3123bdf97
146,092-79-0831,7,bbdf4b5fb22b4fdfc6d986b6e9891acf
147,052-01-1353,2,5ae6aa0af2a146e8653cdedb60d29de7
148,252-61-6343,8,19a1bc090f448722f6c15d4c47fc3b6a
149,527-87-7003,7,62a5a8f63be09825ef53958a7c296aab
150,552-85-5014,5,6cbbd2873d2f9e939df5495785170ede
151,450-62-3702,9,b10eda0d97c9f3f4ef1af8116b98a0c6
152,800-43-6910,9,ec68e694cc41fb5cfa47b0cfb674f42a
153,742-72-3572,9,7c5b96dbfaafda1b64655d28de6ff91d
154,293-61-6690,7,3d3281d7c19389253b924ccfb5ea2ef5
155,850-34-6478,4,a8c83c195a0b088165a2cb5612c8100b
156,497-12-3951,4,2bdf1fec986e51a451acc1e4fdba6b2a
157,705-32-1650,3,3d4600bb88abced55570499efae430e8
158,002-67-3643,9,7e2c0234cc177f930d5d1c464eb71003
159,520-61-6159,9,81f94407de5abc9aa5a512833d541e94
160,157-36-8776,3,3b01eb286047b3cec9c40e92496e8d98
161,306-01-8836,8,e53524c0a3336b57dfdbc048636bf105
162,868-39-8702,4,52d09241995995fff90b6b3688cb8fb5
163,132-16-7604,9,945ee203ee5d83afcc7fd64530e7febd
164,753-40-3248,9,d32a1b6389034b2528dc5c7e6b39fbde
165,041-26-6573,2,c0a1f6d9899583b07190a1e746ef8b38
166,290-20-0706,5,cfdc0ad1065b7a2c31055d0c2ad7726a
167,566-50-7807,2,8f62743d3a6796470bbe89ab1e01ad28
168,792-01-5806,5,9b80d4e4809e4b364390ecedebf2d86e
169,569-10-6453,6,27966a2fb38dd6f938525cb3f2ad19a4
170,656-05-2231,10,a3a3002d5f58943d79e52b4d54cd6c68
171,884-72-7824,6,52270f64df4574814890c12a4b620aff
172,327-75-0068,1,4cd3a509846021d5075e53274325295d
173,036-93-5485,4,fae0a2be6e3f4412d8d6887acff7fde2
174,334-59-8811,2,0d6f2f77a2afe1b6e15afc44ac7f63a5
175,512-85-8288,5,b17d093c269db6ad3bf4b6076461fd72
176,853-69-8354,1,05ac04b2e460fb1f12de96541b879991
177,342-60-9184,7,92c72db9487fc3b5d0a2dead52ddb0ec
178,227-49-3699,7,08a648280d04276e6e524aeea3245587
179,254-24-6368,6,50ea47ce58ffc7e0d791fb37e6f4b9a5
180,092-01-2420,1,285951115c7d005c4a1036bfb876b989
181,038-86-8290,8,cb88e1797dd561d426a4793b57cb4bc6
182,342-15-0643,8,ebe6c9ba157aaca457ace5ad1ccaeff3
183,549-23-1999,0,bd37cdae508edf892d352b844cd227ca
184,318-68-8719,9,0a50218ffefa0466e95dea37b3b408a7
185,286-02-0848,9,6b4c36e55fc04b4ec0bca59376c94ad0
186,653-23-3505,7,3daf6c1fcecf848c1118169b04d982f6
187,139-75-2946,1,8753f9a3741fc9d5d0b62fc8b0259ac1
188,062-06-9126,9,73c9ee6e731a38a2139ca5eeb78dc669
189,537-66-9958,2,82328e2bfde4101fe1768fd408ac1460
190,653-64-6810,3,2a20862f02555a44b0ab301bed987a0b
191,460-15-1951,6,3c0fded1dfef2f0a5fe96ff70ef0ba3e
192,316-43-9638,4,6b4a16722ba2dd9ac927c17c5967ee0c
